Text,Datetime,Location,Hashtags
reading thepresidentskeepers feel angry keep voting anc,17:11:14 00:06:23,"Benoni, South Africa","['ThePresidentsKeepers', 'ANC']"
fact unless anc changes official policy neoliberalism matter much candidate wins anc elections dec 2017 anc president ndz ramaphosa ancdecides ancrace still prefer ndz ret,17:11:13 21:09:25,South Africa,"['ANC', 'neoliberalism', 'NDZ', 'Ramaphosa', 'ANCDecides', 'ANCRace', 'NDZ', 'RET']"
nothing anc ploy young voters come 2019 dont fooled throws away world class education sector free poor quality education like basic edu feescommission,17:11:13 12:15:52,"Johannesburg, South Africa","['ANC', 'FeesCommission']"
rural voting fodder knows anc brought sassa free dom care less real issues like corruption guptaleaks pres zuma etc,17:11:13 08:34:26,"MIDRAND,SOUTH AFRICA","['ANC', 'SASSA', 'corruption', 'guptaleaks', 'Zuma']"
ancmustfall zumasmustfall corruptionmustfall lootingmustfall wakeupsa zumas destroying country keep letting get away letting blame wmc laughing voters u r fool u vote anc zumas,17:11:13 07:58:37,South Africa,"['ANCmustFALL', 'ZumaSmustFALL', 'CorruptionMustFall', 'LootingMustFALL', 'WakeUpSA', 'Zumas', 'DESTROYING', 'WMC', 'laughing', 'ANC', 'Zumas']"
dont sacpcosatu dump corrupt ruling anc blade nzimande reminds anc helps campaign votes,17:11:13 07:37:39,"Johannesburg, South Africa",['ANC']
heard anc trying get noconfidencevote earth dont us favour focus removing zuma,17:11:13 07:17:29,"Johannesburg, South Africa","['ANC', 'Noconfidencevote', 'Zuma']"
kick us take sacp leaders left positions government upcoming elective conference party ready contest 2019 elections general secretary blade nzimande warned anc,17:11:13 06:19:15,"Johannesburg, South Africa","['SACP', 'ANC']"
upcoming anc december confrence interesting one either anc never uniting 2019 elections tough amlive,17:11:13 05:14:38,"Durban, South Africa","['ANC', 'AMLive']"
admission author presidentskeepers agenda influence anc election outcome da,17:11:12 10:13:35,South Africa,"['PresidentsKeepers', 'ANC']"
desperate measures desperate folk zuma mafia need steal anc election caught ghost members need something else make ramaphosa martyr,17:11:12 09:43:57,South Africa,"['Zuma', 'ANC', 'Ramaphosa']"
wages sin death wages voting anc poverty hd fightersach,17:11:11 14:46:37,South Africa,"['ANC', 'FighterSach']"
thats great bidvest delivers service 1000 without stealing money like guptas gov tsotsis means contracts small black owned entrepreneurs anc gov signed 1000 contracts place else dont vote corrupt anc,17:11:11 09:31:35,South Africa,"['Guptas', 'ANC', 'corrupt', 'ANC']"
eff offered votes reform anc nothing keep quiet n learn right poems book,17:11:11 08:09:10,South Africa,"['EFF', 'ANC']"
economy loves wealthy people strong point cr17 anc would vote like capitalists,17:11:11 06:51:32,"Mpumalanga, South Africa","['CR17', 'ANC']"
nkandla people reason vote anc zuma queue thepresidentskeepers savesa,17:11:11 06:20:55,south africa,"['ANC', 'Zuma', 'ThePresidentsKeepers', 'SaveSA']"
ancelections anc women league criticizes report standard bank predicts laments victory dr dlamini zuma anc december elective conference sjm endorses ndz sincere propoor radical ret vision,17:11:11 02:04:26,South Africa,"['ANCElections', 'ANC', 'SJM', 'NDZ']"
ex finance minister trevor manuel warns anc cud loose 2019 elections manuel served party much adult life,17:11:10 08:47:19,South Africa ,"['ANC', 'SouthAfrica']"
shud learned corrupt anc zumas growing economy investors sans lying win votes looting enriching friendsampfamily b4 complete ruins anc zuma,17:11:10 07:51:20,South Africa,"['SA', 'CORRUPT', 'ANC', 'ZUMAs', 'Lying', 'WIN', 'VOTES', 'LOOTING', 'Enriching', 'Ruins', 'SA', 'ANC', 'Zuma']"
ndz anc thinking u fools going 2 mention white get attention get vote saying make poor black people rich wealth actually go zuma family friends guptas russia china elected voteforndz vote4corruption,17:11:10 06:50:03,South Africa,"['NDZ', 'ANC', 'Zuma', 'Guptas', 'Russia', 'China', 'VoteforNDZ', 'Vote4CORRUPTION']"
eff forever like eff rule south africa 2019 elections bazonya anc gijima gcwala iziganga ngenani emahlathini,17:11:09 14:14:31,South Africa,['ANC']
guess suffers voted zuma anc dont miss fact,17:11:09 11:06:58,"Centurion, South Africa","['Zuma', 'ANC']"
last someone watching anc election counting votes,17:11:09 10:28:16,Johannesburg,['ANC']
wants disintegrate anc ally da ascend throne ramaphosa incessantly defaming wmc propaganda hide whitecorruption behind novoteramaphosa savesa,17:11:09 10:27:08,South Africa,"['ANC', 'Ramaphosa', 'WMc', 'Whitecorruption', 'novoteramaphosa']"
ndz next president carry legacy zuma cost anc majority votes elections2019,17:11:09 09:05:13,South Africa,"['NDZ', 'Zuma', 'ANC', 'Elections2019']"
voted anc realize theyve betrayed,17:11:09 08:08:10,"Centurion, South Africa",['ANC']
guptas likely planning hack elections keep frail anc power need stand together see dont happen elections2019,17:11:09 06:05:38,"Western Cape, South Africa","['Guptas', 'ANC', 'Elections2019']"
news poor treated contempt anc party keeps voted power,17:11:08 21:17:08,"Cape Town, South Africa",['ANC']
read carefully corrupt anc need borrow populist eff votes change constitution,17:11:08 12:53:46,South Africa,"['ANC', 'EFF']"
kamhunga cummon government manages misspend amount year long anyone townships keep voting anc add nothing economy,17:11:08 12:40:17,South Africa,['ANC']
see poor ramaphosa also become victim wmc guptas zumas bellpottinger good job fake wmc news anc uses wmc get voters go some1 want idiots tell ancdecides,17:11:08 12:31:59,South Africa,"['Ramaphosa', 'WMC', 'Guptas', 'Zumas', 'BellPottinger', 'WMC', 'ANC', 'IDIOTS', 'ANCdecides']"
bank predicts laments ndzwin ndz campaign elevated prospects success december anc elections kkhoza newage sm,17:11:08 09:55:44,South Africa,"['BANK', 'NDZWIN', 'campaign', 'December', 'ANC']"
zuma dynasty cabal battling quorum branches loaded ghosts cant find bodies bidding steal anc election,17:11:08 09:10:20,South Africa,"['Zuma', 'ANC']"
perhaps read bookdont vote anc growth economy pay bonus,17:11:07 23:53:16,South Africa,['anc']
want know funds anc da eff elections partyfunding da go first always pretend transparent clean,17:11:07 14:29:39,"Johannesburg, South Africa","['ANC', 'DA', 'EFF', 'partyfunding']"
voted supported anc inadvertently supported corruption presidentskeepers jacquespauw,17:11:07 11:22:21,"Port Elizabeth, South Africa","['ANC', 'PresidentsKeepers', 'JacquesPauw']"
anc dec election watershed moment mzansi zuma dynastyfiefdom continue rape country,17:11:07 09:34:54,South Africa,"['ANC', 'Zuma']"
vote anc possibly even eff enabling continuation corruption jacquesoneusebius thepresidentskeepers,17:11:07 09:34:12,"Port Elizabeth, South Africa","['ANC', 'EFF', 'JacquesOnEusebius', 'ThePresidentsKeepers']"
amlive effmotion anc dont support motion anc lose voters 2019 radicaltransformation anc,17:11:07 06:20:26,South Africa ,"['AMLive', 'EFFMotion', 'RadicalTransformation', 'ANC']"
expecting gain thislet know continue vote black power anc rules,17:11:07 04:39:45,Johannesburg,['ANC']
unless anc signs binding legal contract implement real ret masses regard election rhetoric,17:11:07 04:08:44,South Africa,"['ANC', 'RET', 'election']"
hurts anc government voted shoots massacres people marikana like,17:11:07 00:19:23,"Pretoria, South Africa",['ANC']
cant imagine anyone anc read still voting zumas dont get december conference going head,17:11:06 19:27:34,Johannesburg,['ANC']
cr17 really want win anc dec election seems undecided,17:11:06 12:13:56,South Africa,"['CR17', 'ANC']"
zuma corrupt demagogue even became prez anc thank god ive never wasted single vote dingily,17:11:06 07:36:40,"Queenstown, Eastern Cape, SA","['Zuma', 'ANC']"
ramaphosa wins anc election uphill battle party state clean sewer party unable move forward zuma lackeys disrupt,17:11:06 06:04:03,South Africa,"['Ramaphosa', 'ANC', 'Zuma']"
remind many voters voted sacp socialism last elections never anc vocabulary,17:11:06 04:48:36,"Centurion, Pretoria","['SACP', 'ANC']"
every anc voter taxpayer read presidentskeepers dont steal like president available amazon,17:11:05 20:09:41,"Somerset West, South Africa","['ANC', 'presidentskeepers']"
says private investors without good governance voters must realise fact anc given,17:11:05 18:59:40,"Cape Town, South Africa",['ANC']
yo hhayi ke elections anc people choose running mate nje control,17:11:05 18:40:45,"Cape Town, South Africa",['ANC']
karin think still voting anc,17:11:05 18:32:05,"Cape Town, South Africa",['ANC']
tertia anc election race becoming promise minute er scandal minute er joke minute er never mind theyve lost plot anyway,17:11:05 16:48:45,"Johannesburg, South Africa",['ANC']
presidents keepers author admits revelations could land prison books used influence anc elections,17:11:04 20:10:21,South Africa,"['ANC', 'Elections']"
anc hear cry 2017 abt zuma well feel wrath 2019 voting thepresidentskeepers,17:11:04 16:35:52,Pretoria ,"['ANC', 'ThePresidentsKeepers']"
election promise like promises anc made people freedom charter 1955,17:11:04 11:29:32,South Africa,['ANC']
need legally binding contract anc presidential candidates election promises ramaphosa ndz,17:11:04 11:20:31,South Africa,"['ANC', 'Ramaphosa', 'NDZ']"
whew read thepresidentskeepers vote anc 2019 checked bipolar disorder,17:11:04 10:16:03,South Africa,"['ThePresidentsKeepers', 'ANC']"
seems stop nuclear corruption deal vote anc power,17:11:03 10:42:09,South Africa,['ANC']
cr17 taken lead contested elections anc recent history last branches spoken,17:11:03 07:52:12,South Africa,"['CR17', 'ANC']"
sassa anc lot loose sapo dont think vote people cant problem solve,17:11:03 07:41:57,"Joburg, South Africa","['SASSA', 'ANC', 'SAPO']"
southafricagt byelection results eastern cape bcm ward 27 anc 2156 votes da 1562 votes eff 120 votes ufec10 votes,17:11:03 06:24:56,South Africa,"['SouthAfrica', 'ANC', 'DA', 'EFF']"
stealing anc dec election zuma dynastyfiefdom full swing manipulator ancec,17:11:03 04:47:04,South Africa,"['ANC', 'Zuma', 'ANCEC']"
int turning grave presidential electioneering think people capacity unify anc let start 2unify,17:11:01 19:21:43,"Soweto, South Africa",['ANC']
leader chosen anc replace jacob zuma tough task winning back voters investors,17:11:01 12:43:02,South Africa,"['ANC', 'Zuma']"
anc wants use illegal immigrants rig votes,17:11:01 05:16:44,"Mamelodi, South Africa",['ANC']
oh see corrupt anc guptas makes money wmc ok dear voters rand weakens food petrol expensive capish,17:10:31 19:43:31,South Africa,"['corrupt', 'ANC', 'Guptas', 'WMC']"
stealing anc dec election started earnest zuma dynasty cannot trusted ancec,17:10:31 15:33:05,South Africa,"['ANC', 'Zuma', 'ANCEC']"
ekurhuleni mayor mzwandile masina says resign deputy president cyril ramaphosa wins anc december election,17:10:31 14:39:19,"Bloemfontein, South Africa","['Ekurhuleni', 'Ramaphosa', 'ANC']"
kwaso need vote anc every byelections voting governments change,17:10:30 09:23:41,Cape Town,['ANC']
stealing anc conference well time party move 1912 2017 every member vote independent,17:10:30 05:06:08,South Africa,['ANC']
watching pulling anc teeth election set corruption horse trading run strongmen room ordinary members,17:10:30 03:53:45,South Africa,['ANC']
true dat others got millions spend buffaloes wants poor vote ramaphosa anc,17:10:29 05:25:04,"Barkly West,South Africa","['Ramaphosa', 'ANC']"
anc december conference start voting process first policies issues follow prevent chaos disgruntled,17:10:28 14:46:32,"Port Elizabeth, South Africa",['ANC']
declare ndz cr17 becomes anc president youd forfeited vote elsewhere,17:10:28 08:35:54,"Temba, South Africa","['NDZ', 'CR17', 'ANC']"
time 2019election anc exploiting nelsonmandelacentenary2018 worth,17:10:27 13:00:37,"Cape Town, South Africa","['2019Election', 'ANC', 'NelsonMandelaCentenary2018']"
cut criminal cabal estranged even loyal anc voters hahaha ancmustfall incl,17:10:27 10:29:21,South Africa,"['ANC', 'ANCmustFall']"
know corrupt anc decided 2 need 2 get ids 2 rural areas dont know corruption 2 secure 2019 votes,17:10:27 07:34:32,South Africa,"['CORRUPT', 'ANC', 'CORRUPTION']"
ortambo wonder past anc icon dusted next year 2019election year distract appalling current leadership,17:10:27 06:26:37,"Cape Town, South Africa","['ORTambo', 'ANC', '2019Election']"
south africa things going get worse databreach budgetspeech sad seeing gov betray trust voters anc broken,17:10:27 06:25:50,"Cape Town, South Africa","['databreach', 'budgetspeech', 'ANC']"
lets forget 8 times zuma protected axe parly anc makes guilty people still voting 4,17:10:27 05:50:33,"Cape Town, South Africa","['Zuma', 'ANC']"
weve telling anc rid years keeping brings votes eff da,17:10:27 01:45:03,South Africa,"['ANC', 'EFF', 'DA']"
could get weaker runup anc leadership election especially perceived ndz ascendancy,17:10:26 08:36:40,"Johannesburg, South Africa","['ANC', 'NDZ']"
proudly brought corrupt anc zuma vote change,17:10:26 06:45:02,South Africa,"['ANC', 'ZUMA']"
1 11mill non members voted anccome 2019 wil hv votereshuffle selfish interest amlive,17:10:26 04:18:32,South Africa,"['ANC', 'VoteReshuffle', 'Amlive']"
need anc voted squandered chance effd country,17:10:25 05:49:43,Cape Town,['anc']
branches anc need put social media nominations might keep anc election cleaner vote counting,17:10:25 03:13:44,South Africa,"['ANC', 'ANC']"
johannrupert sponsored campaigns buying anc mp majority win elections plan rupertmustfall,17:10:24 11:35:47,South Africa,"['JohannRupert', 'ANC', 'RupertMustFall']"
vote precious anc today,17:10:24 09:32:35,"Pretoria, South Africa",['ANC']
listener asks vote anc gwede distance travelled wonderful country better shape gwedeoneusebius,17:10:24 09:00:34,"Johannesburg, South Africa","['ANC', 'Gwede', 'GwedeOnEusebius']"
britain getting involved anc presidential elections longer british colony,17:10:24 07:12:06,South Africa,"['Britain', 'ANC', 'British']"
